1920,640
Town
64,32,32,32,21,False
64,64,32,32,1,False
64,96,32,32,1,False
64,128,32,32,1,False
64,160,32,32,1,False
64,192,32,32,1,False
64,224,32,32,1,False
64,256,32,32,1,False
64,288,32,32,1,False
64,320,32,32,1,False
96,320,32,32,1,False
128,320,32,32,1,False
160,320,32,32,1,False
192,320,32,32,1,False
256,320,32,32,1,False
288,320,32,32,1,False
320,320,32,32,1,False
352,320,32,32,1,False
384,320,32,32,1,False
384,288,32,32,1,False
384,256,32,32,1,False
320,288,32,32,1,False
320,256,32,32,1,False
256,256,32,32,1,False
256,288,32,32,1,False
224,256,32,32,1,False
192,256,32,32,1,False
192,288,32,32,1,False
128,288,32,32,1,False
128,256,32,32,1,False
128,224,32,32,1,False
160,224,32,32,1,False
192,224,32,32,1,False
224,224,32,32,1,False
256,224,32,32,1,False
288,224,32,32,1,False
320,224,32,32,1,False
352,224,32,32,1,False
384,224,32,32,1,False
96,224,32,32,1,False
96,192,32,32,1,False
128,192,32,32,1,False
160,192,32,32,1,False
192,192,32,32,1,False
224,192,32,32,1,False
256,192,32,32,1,False
288,192,32,32,1,False
320,192,32,32,1,False
352,192,32,32,1,False
384,192,32,32,1,False
384,160,32,32,1,False
384,128,32,32,1,False
96,64,32,32,1,False
96,96,32,32,1,False
128,96,32,32,1,False
128,64,32,32,1,False
160,64,32,32,1,False
192,64,32,32,1,False
224,64,32,32,1,False
256,64,32,32,1,False
288,64,32,32,1,False
320,64,32,32,1,False
352,64,32,32,1,False
384,64,32,32,1,False
384,96,32,32,1,False
352,96,32,32,1,False
320,96,32,32,1,False
288,96,32,32,1,False
256,96,32,32,1,False
224,96,32,32,1,False
192,96,32,32,1,False
160,96,32,32,1,False
128,128,32,32,1,False
128,160,32,32,1,False
192,160,32,32,1,False
192,128,32,32,1,False
256,128,32,32,1,False
256,160,32,32,1,False
320,160,32,32,1,False
320,128,32,32,1,False
96,32,32,32,23,False
128,32,32,32,23,False
160,32,32,32,23,False
192,32,32,32,23,False
224,32,32,32,23,False
256,32,32,32,23,False
288,32,32,32,23,False
320,32,32,32,23,False
352,32,32,32,23,False
384,32,32,32,22,False
352,128,32,32,24,False
352,160,32,32,24,False
288,160,32,32,24,False
288,128,32,32,24,False
224,128,32,32,24,False
224,160,32,32,24,False
160,160,32,32,24,False
160,128,32,32,24,False
96,128,32,32,24,False
96,160,32,32,24,False
96,256,32,32,24,False
96,288,32,32,24,False
160,288,32,32,24,False
160,256,32,32,24,False
288,256,32,32,24,False
288,288,32,32,24,False
352,288,32,32,24,False
352,256,32,32,24,False
224,288,32,32,26,False
224,320,32,32,27,False
416,320,32,32,16,False
416,288,32,32,15,False
416,256,32,32,16,False
416,224,32,32,15,False
416,192,32,32,16,False
416,160,32,32,14,False
448,320,32,32,25,False
448,288,32,32,25,False
448,256,32,32,25,False
448,224,32,32,25,False
448,192,32,32,25,False
480,192,32,32,25,False
512,192,32,32,25,False
512,256,32,32,25,False
512,288,32,32,25,False
512,320,32,32,25,False
480,320,32,32,25,False
544,320,32,32,25,False
544,256,32,32,25,False
544,192,32,32,25,False
448,160,32,32,21,False
480,128,32,32,21,False
512,96,32,32,21,False
512,128,32,32,23,False
480,160,32,32,23,False
512,160,32,32,23,False
544,160,32,32,23,False
544,128,32,32,23,False
544,96,32,32,23,False
0,160,32,32,12,True
32,160,32,32,13,True
32,192,32,32,10,True
0,192,32,32,10,True
0,224,32,32,11,True
32,224,32,32,11,True
32,256,32,32,10,True
0,256,32,32,10,True
0,288,32,32,11,True
32,288,32,32,11,True
32,320,32,32,10,True
0,320,32,32,10,True
32,352,32,32,5,True
64,352,32,32,5,True
96,352,32,32,5,True
128,352,32,32,5,True
160,352,32,32,5,True
192,352,32,32,5,True
224,352,32,32,5,True
256,352,32,32,5,True
288,352,32,32,5,True
320,352,32,32,5,True
352,352,32,32,5,True
384,352,32,32,5,True
416,352,32,32,5,True
448,352,32,32,5,True
480,352,32,32,5,True
512,352,32,32,5,True
544,352,32,32,5,True
576,352,32,32,5,True
608,352,32,32,5,True
640,352,32,32,5,True
672,352,32,32,5,True
704,352,32,32,5,True
736,352,32,32,5,True
768,352,32,32,5,True
800,352,32,32,5,True
832,352,32,32,5,True
864,352,32,32,5,True
896,352,32,32,5,True
928,352,32,32,5,True
960,352,32,32,5,True
992,352,32,32,5,True
1024,352,32,32,5,True
1056,352,32,32,5,True
1088,352,32,32,5,True
1120,352,32,32,5,True
1152,352,32,32,5,True
1184,352,32,32,5,True
1216,352,32,32,5,True
1248,352,32,32,5,True
1280,352,32,32,5,True
1312,352,32,32,5,True
1344,352,32,32,5,True
1376,352,32,32,5,True
1408,352,32,32,5,True
1440,352,32,32,5,True
1472,352,32,32,5,True
1504,352,32,32,5,True
1536,352,32,32,5,True
1568,352,32,32,5,True
1600,352,32,32,5,True
1632,352,32,32,5,True
1664,352,32,32,5,True
1696,352,32,32,5,True
1728,352,32,32,5,True
1760,352,32,32,5,True
1792,352,32,32,5,True
1824,352,32,32,5,True
1856,352,32,32,5,True
1888,352,32,32,5,True
0,352,32,32,5,True
544,288,32,32,26,False
544,320,32,32,27,False
576,320,32,32,25,False
576,288,32,32,25,False
576,256,32,32,25,False
576,224,32,32,25,False
576,192,32,32,25,False
608,192,32,32,25,False
640,192,32,32,25,False
640,224,32,32,25,False
608,256,32,32,25,False
640,256,32,32,25,False
640,288,32,32,25,False
640,320,32,32,25,False
608,320,32,32,25,False
672,320,32,32,25,False
704,320,32,32,25,False
736,320,32,32,25,False
768,320,32,32,25,False
768,256,32,32,25,False
704,256,32,32,25,False
736,256,32,32,25,False
672,256,32,32,25,False
672,192,32,32,25,False
672,224,32,32,25,False
704,192,32,32,25,False
736,224,32,32,25,False
736,192,32,32,25,False
768,192,32,32,25,False
704,288,32,32,25,False
736,288,32,32,25,False
800,288,32,32,25,False
832,288,32,32,25,False
832,320,32,32,25,False
800,320,32,32,25,False
800,256,32,32,25,False
832,256,32,32,25,False
832,224,32,32,25,False
800,224,32,32,25,False
832,192,32,32,25,False
800,192,32,32,25,False
576,160,32,32,23,False
608,160,32,32,23,False
640,160,32,32,23,False
672,160,32,32,23,False
704,160,32,32,23,False
736,160,32,32,23,False
768,160,32,32,23,False
800,160,32,32,23,False
768,128,32,32,23,False
