800,480

704,256,32,32,38,False
672,256,32,32,38,False
352,256,32,32,38,False
320,256,32,32,38,False
288,256,32,32,38,False
256,256,32,32,38,False
224,256,32,32,38,False
192,256,32,32,38,False
160,256,32,32,38,False
128,256,32,32,38,False
96,256,32,32,38,False
64,256,32,32,38,False
64,224,32,32,38,False
128,224,32,32,38,False
192,224,32,32,38,False
256,224,32,32,38,False
320,224,32,32,38,False
352,224,32,32,38,False
384,224,32,32,38,False
416,224,32,32,38,False
448,224,32,32,38,False
480,224,32,32,38,False
512,224,32,32,38,False
544,224,32,32,38,False
576,224,32,32,38,False
640,224,32,32,38,False
672,224,32,32,38,False
704,224,32,32,38,False
704,192,32,32,38,False
704,160,32,32,38,False
704,128,32,32,38,False
704,96,32,32,38,False
640,96,32,32,38,False
640,128,32,32,38,False
640,160,32,32,38,False
640,192,32,32,38,False
672,192,32,32,38,False
672,160,32,32,38,False
672,128,32,32,38,False
672,96,32,32,38,False
608,96,32,32,38,False
608,128,32,32,38,False
608,160,32,32,38,False
576,192,32,32,38,False
544,192,32,32,38,False
512,160,32,32,38,False
512,128,32,32,38,False
512,96,32,32,38,False
576,96,32,32,38,False
576,128,32,32,38,False
576,160,32,32,38,False
544,160,32,32,38,False
544,128,32,32,38,False
544,96,32,32,38,False
480,96,32,32,38,False
480,192,32,32,38,False
448,192,32,32,38,False
384,192,32,32,38,False
320,192,32,32,38,False
256,192,32,32,38,False
192,192,32,32,38,False
128,192,32,32,38,False
96,192,32,32,38,False
64,192,32,32,38,False
448,96,32,32,38,False
448,128,32,32,38,False
448,160,32,32,38,False
416,160,32,32,38,False
384,160,32,32,38,False
384,128,32,32,38,False
384,96,32,32,38,False
416,96,32,32,38,False
416,128,32,32,38,False
352,160,32,32,38,False
320,160,32,32,38,False
288,160,32,32,38,False
256,160,32,32,38,False
224,160,32,32,38,False
192,160,32,32,38,False
160,160,32,32,38,False
128,160,32,32,38,False
96,160,32,32,38,False
64,160,32,32,38,False
352,96,32,32,38,False
352,128,32,32,38,False
320,128,32,32,38,False
288,128,32,32,38,False
256,128,32,32,38,False
224,128,32,32,38,False
192,128,32,32,38,False
160,128,32,32,38,False
128,128,32,32,38,False
96,128,32,32,38,False
64,128,32,32,38,False
64,96,32,32,38,False
96,96,32,32,38,False
128,96,32,32,38,False
160,96,32,32,38,False
192,96,32,32,38,False
224,96,32,32,38,False
256,96,32,32,38,False
288,96,32,32,38,False
320,96,32,32,38,False
0,288,32,32,37,False
32,288,32,32,37,True
64,288,32,32,37,True
96,288,32,32,37,True
128,288,32,32,37,True
160,288,32,32,37,True
192,288,32,32,37,True
224,288,32,32,37,True
256,288,32,32,37,True
288,288,32,32,37,True
320,288,32,32,37,True
352,288,32,32,37,True
384,288,32,32,37,True
416,288,32,32,37,True
448,288,32,32,37,True
480,288,32,32,37,True
512,288,32,32,37,True
544,288,32,32,37,True
576,288,32,32,37,True
608,288,32,32,37,True
640,288,32,32,37,True
672,288,32,32,37,True
704,288,32,32,37,True
736,288,32,32,37,True
768,288,32,32,37,False
768,320,32,32,37,False
768,352,32,32,37,False
768,384,32,32,37,False
768,416,32,32,37,False
768,448,32,32,37,False
736,448,32,32,37,False
736,416,32,32,37,False
736,384,32,32,37,False
736,352,32,32,37,False
736,320,32,32,37,False
704,320,32,32,37,False
672,320,32,32,37,False
672,352,32,32,37,False
672,384,32,32,37,False
672,416,32,32,37,False
672,448,32,32,37,False
704,448,32,32,37,False
704,416,32,32,37,False
704,384,32,32,37,False
704,352,32,32,37,False
640,320,32,32,37,False
608,320,32,32,37,False
576,320,32,32,37,False
544,320,32,32,37,False
512,320,32,32,37,False
480,320,32,32,37,False
448,320,32,32,37,False
416,320,32,32,37,False
384,320,32,32,37,False
352,320,32,32,37,False
320,320,32,32,37,False
288,320,32,32,37,False
256,320,32,32,37,False
224,320,32,32,37,False
192,320,32,32,37,False
160,320,32,32,37,False
128,320,32,32,37,False
96,320,32,32,37,False
64,320,32,32,37,False
32,320,32,32,37,False
0,320,32,32,37,False
0,352,32,32,37,False
0,384,32,32,37,False
0,416,32,32,37,False
0,448,32,32,37,False
32,448,32,32,37,False
64,448,32,32,37,False
96,448,32,32,37,False
128,448,32,32,37,False
160,448,32,32,37,False
192,448,32,32,37,False
224,448,32,32,37,False
256,448,32,32,37,False
288,448,32,32,37,False
320,448,32,32,37,False
352,448,32,32,37,False
384,448,32,32,37,False
416,448,32,32,37,False
448,448,32,32,37,False
480,448,32,32,37,False
512,448,32,32,37,False
544,448,32,32,37,False
576,448,32,32,37,False
608,448,32,32,37,False
640,448,32,32,37,False
640,416,32,32,37,False
640,384,32,32,37,False
608,352,32,32,37,False
576,352,32,32,37,False
640,352,32,32,37,False
608,384,32,32,37,False
608,416,32,32,37,False
576,416,32,32,37,False
576,384,32,32,37,False
544,352,32,32,37,False
544,384,32,32,37,False
544,416,32,32,37,False
512,416,32,32,37,False
512,384,32,32,37,False
512,352,32,32,37,False
480,352,32,32,37,False
448,352,32,32,37,False
416,352,32,32,37,False
384,352,32,32,37,False
352,352,32,32,37,False
320,352,32,32,37,False
288,352,32,32,37,False
256,352,32,32,37,False
224,352,32,32,37,False
192,352,32,32,37,False
160,352,32,32,37,False
128,352,32,32,37,False
96,352,32,32,37,False
64,352,32,32,37,False
32,352,32,32,37,False
32,384,32,32,37,False
32,416,32,32,37,False
64,416,32,32,37,False
96,416,32,32,37,False
128,416,32,32,37,False
160,416,32,32,37,False
192,416,32,32,37,False
224,416,32,32,37,False
256,416,32,32,37,False
288,416,32,32,37,False
320,416,32,32,37,False
352,416,32,32,37,False
384,416,32,32,37,False
416,416,32,32,37,False
448,416,32,32,37,False
480,416,32,32,37,False
480,384,32,32,37,False
448,384,32,32,37,False
416,384,32,32,37,False
384,384,32,32,37,False
352,384,32,32,37,False
320,384,32,32,37,False
288,384,32,32,37,False
256,384,32,32,37,False
224,384,32,32,37,False
192,384,32,32,37,False
160,384,32,32,37,False
128,384,32,32,37,False
96,384,32,32,37,False
64,384,32,32,37,False
608,0,32,32,37,False
640,0,32,32,37,False
672,0,32,32,37,False
704,0,32,32,37,False
736,0,32,32,37,False
768,0,32,32,37,False
768,32,32,32,37,False
736,32,32,32,37,False
704,32,32,32,37,False
672,32,32,32,37,False
640,32,32,32,37,False
608,32,32,32,37,False
544,32,32,32,37,False
512,32,32,32,37,False
480,32,32,32,37,False
448,32,32,32,37,False
416,32,32,32,37,False
384,32,32,32,37,False
352,32,32,32,37,False
320,32,32,32,37,False
288,32,32,32,37,False
256,32,32,32,37,False
224,32,32,32,37,False
192,32,32,32,37,False
160,32,32,32,37,False
128,32,32,32,37,False
96,32,32,32,37,False
64,32,32,32,37,False
32,32,32,32,37,False
0,32,32,32,37,False
0,0,32,32,37,False
32,0,32,32,37,False
64,0,32,32,37,False
96,0,32,32,37,False
128,0,32,32,37,False
160,0,32,32,37,False
192,0,32,32,37,False
224,0,32,32,37,False
256,0,32,32,37,False
288,0,32,32,37,False
320,0,32,32,37,False
352,0,32,32,37,False
384,0,32,32,37,False
416,0,32,32,37,False
448,0,32,32,37,False
480,0,32,32,37,False
512,0,32,32,37,False
544,0,32,32,37,False
576,0,32,32,37,False
576,32,32,32,37,False
576,64,32,32,37,True
544,64,32,32,37,True
512,64,32,32,37,True
480,64,32,32,37,True
448,64,32,32,37,True
416,64,32,32,37,True
384,64,32,32,37,True
352,64,32,32,37,True
320,64,32,32,37,True
288,64,32,32,37,True
256,64,32,32,37,True
224,64,32,32,37,True
192,64,32,32,37,True
160,64,32,32,37,True
128,64,32,32,37,True
96,64,32,32,37,True
64,64,32,32,37,True
32,64,32,32,37,True
0,64,32,32,37,False
608,64,32,32,37,True
640,64,32,32,37,True
672,64,32,32,37,True
704,64,32,32,37,True
736,64,32,32,37,True
768,64,32,32,37,False
768,96,32,32,37,False
768,128,32,32,37,False
768,192,32,32,37,False
768,224,32,32,37,False
768,256,32,32,37,False
0,96,32,32,37,False
0,128,32,32,37,False
0,160,32,32,37,False
0,192,32,32,37,False
0,224,32,32,37,False
0,256,32,32,37,False
96,224,32,32,26,False
96,256,32,32,27,False
160,256,32,32,38,False
160,224,32,32,24,False
160,192,32,32,24,False
224,192,32,32,24,False
224,224,32,32,24,False
288,224,32,32,24,False
288,192,32,32,24,False
384,256,32,32,40,False
416,256,32,32,40,False
448,256,32,32,40,False
480,256,32,32,40,False
512,256,32,32,40,False
544,256,32,32,40,False
576,256,32,32,40,False
608,256,32,32,40,False
640,256,32,32,40,False
608,224,32,32,41,False
416,192,32,32,42,False
512,192,32,32,42,False
608,192,32,32,42,False
480,160,32,32,38,False
352,192,32,32,38,False
480,128,32,32,39,False
768,160,32,32,37,False
736,192,32,32,37,True
736,224,32,32,37,True
736,256,32,32,37,True
736,160,32,32,37,True
736,128,32,32,37,True
736,96,32,32,37,True
32,256,32,32,37,True
32,224,32,32,37,True
32,192,32,32,37,True
32,160,32,32,37,True
32,128,32,32,37,True
32,96,32,32,37,True
