800,480

0,384,32,32,8,False
0,352,32,32,8,False
0,320,32,32,8,False
0,288,32,32,8,True
32,288,32,32,8,True
64,288,32,32,8,True
96,288,32,32,8,True
128,288,32,32,8,True
160,288,32,32,8,True
192,288,32,32,8,True
224,288,32,32,8,True
256,288,32,32,8,True
288,288,32,32,8,True
320,288,32,32,8,True
352,288,32,32,8,True
384,288,32,32,8,True
416,288,32,32,8,True
416,320,32,32,8,False
416,352,32,32,8,False
384,352,32,32,8,False
352,352,32,32,8,False
320,352,32,32,8,False
288,352,32,32,8,False
256,352,32,32,8,False
224,352,32,32,8,False
192,352,32,32,8,False
160,352,32,32,8,False
128,352,32,32,8,False
96,352,32,32,8,False
64,352,32,32,8,False
32,352,32,32,8,False
32,320,32,32,8,False
96,320,32,32,8,False
128,320,32,32,8,False
160,320,32,32,8,False
192,320,32,32,8,False
224,320,32,32,8,False
256,320,32,32,8,False
288,320,32,32,8,False
320,320,32,32,8,False
352,320,32,32,8,False
384,320,32,32,8,False
64,320,32,32,7,False
32,384,32,32,8,False
64,384,32,32,7,False
96,384,32,32,7,False
128,384,32,32,7,False
160,384,32,32,7,False
192,384,32,32,8,False
224,384,32,32,8,False
256,384,32,32,7,False
288,384,32,32,8,False
320,384,32,32,7,False
352,384,32,32,9,False
384,384,32,32,9,False
416,384,32,32,9,False
448,384,32,32,9,False
480,384,32,32,9,False
512,416,32,32,9,False
480,416,32,32,9,False
448,416,32,32,9,False
416,416,32,32,9,False
384,416,32,32,9,False
352,416,32,32,9,False
320,416,32,32,9,False
288,416,32,32,9,False
256,416,32,32,9,False
224,416,32,32,9,False
192,416,32,32,9,False
160,416,32,32,9,False
128,416,32,32,9,False
96,416,32,32,9,False
64,416,32,32,9,False
32,416,32,32,9,False
0,416,32,32,9,False
448,288,32,32,17,True
480,288,32,32,17,True
512,288,32,32,17,True
544,288,32,32,17,True
576,288,32,32,17,True
608,288,32,32,17,True
640,288,32,32,17,True
672,288,32,32,17,True
704,288,32,32,17,True
736,288,32,32,17,True
736,256,32,32,17,True
736,224,32,32,17,True
736,192,32,32,17,True
736,160,32,32,17,True
